회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,쭈피처,영업레버리지,재무레버리지,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)스페코,13810,2022,30.0,53.0,12.0,34.0,250.0,213.0,69.0,44.0,23.0,39.0,108.0,65.0,59.0,1.58,0.87,1.97,-1.84,-4.15,-11.314400000000001,-4.51,-2.26,-10.574480840594202,-10.57,-11.74,-8.32,-42.81,-6.49,5732.0,7.0,63.0,18.0,11.0,-9.0,0.3623163955045637,3.54,1.0,3.0,0.0,0.0,1.0,1.0,45.0,27.0,42.407407407407405,1322.982988638344,7834.856340652685,2159.682900548196,0.1605993079277819,-1.3815801944837591,3.0790240885792266,-1.3362630304295129,-6.306024986769069,0,1,0,0,0.0
(주)휴비츠,65510,2022,23.0,36.0,9.0,14.0,127.0,62.0,62.0,51.0,25.0,9.0,15.0,40.0,62.0,17.88,11.42,15.2,11.53,11.49,17.35,0.83,7.079999999999998,15.525447981465597,15.53,31.13,7.12,15.16,8.99,46144.0,26.0,60.0,42.0,36.0,51.0,0.6174663450194484,6.56,4.0,1.0,1.0,1.0,1.0,2.0,25.0,21.0,6.061502069781195,1113.5952685165407,13799.50021716643,1113.8147259949103,0.2359315673090171,2.611720787714684,1.0386259781097722,-0.6216333492379341,1.4945439949423398,0,0,1,0,0.0
삼륭물산(주),14970,2022,3.0,4.0,1.0,2.0,108.0,64.0,89.0,74.0,33.0,3.0,15.0,42.0,53.0,-4.23,-3.05,-2.9,-0.91,-1.03,-1.3,1.05,-2.2900000000000005,-2.1814992629329617,-2.18,5.38,-7.1,2.95,-6.34,15167.0,13.0,42.0,17.0,-17.0,21.0,0.8026976461000098,8.21,3.0,2.0,1.0,1.0,1.0,2.0,44.0,32.0,132.63888888888889,1211.489734040119,-30825.78038802256,799.9739810288581,0.0479072745387962,-4.692568314311975,0.4251532615983907,0.3759454778327589,-208.40428820226353,1,0,0,0,0.0
(주)듀오백,73190,2015,-19.0,-250.0,-3.0,-3.0,345.0,286.0,17.0,15.0,1.0,32.0,54.0,45.0,85.0,-8.71,-10.5,-9.92,-8.22,-8.64,-11.15,-0.45,0.1499999999999985,-6.871615763129217,-6.87,-10.52,-3.61,-16.46,-5.11,5934.0,14.0,64.0,17.0,-58.0,-22.0,0.8033752758956412,8.69,2.0,4.0,1.0,1.0,1.0,2.0,37.0,20.0,-8.21875,850.7581764325141,-16831.21019585112,903.3124844454118,0.3433226227094489,-2.3167881745748726,1.4146133141019337,-1.349735768220878,-0.0731599245669268,0,0,0,1,1.0
(주)녹원씨엔아이,65560,2014,-80.0,-137.0,-34.0,-143.7,181.0,152.0,73.0,53.0,25.0,25.0,31.0,55.0,58.0,-52.08,-30.85,-99.17,-25.31,-25.85,-88.16,11.71,30.56,73.1669530210952,73.17,63.12,87.49,-66.41,-6.75,-1680.0,-8.0,-54.0,-33.0,0.0,0.0,0.2312747785279141,3.39,1.0,2.0,0.0,0.0,1.0,1.0,37.0,21.0,-6.951672862453532,3034.490104139713,-4725.540307344385,7577.808669470399,1.045984343020404,-0.0860452563055901,0.8923945822232696,30.82248381579397,-0.9726943320569712,1,0,0,0,1.0
(주)씨씨에스충북방송,66790,2014,-19.0,-26.0,-9.0,-21.0,157.0,155.0,84.0,60.0,34.0,19.0,8.0,51.0,54.0,-11.39,-7.18,-15.99,-3.79,-4.73,-11.49,-0.43,-3.7200000000000006,0.4650149330208452,0.47,24.19,-16.17,-9.13,-6.84,3968.0,6.0,17.0,15.0,-109.0,6.0,0.410459546233724,4.7,1.0,1.0,0.0,0.0,1.0,1.0,27.0,21.0,-11.775,979.4568832827237,-46660.83506623141,1295.363801178179,0.2906664025036738,-1.6585076480511856,0.7189297906883985,0.0965322179523164,-0.1003113244572933,1,0,0,0,1.0
(주)잉크테크,49550,2015,4.0,6.0,3.0,6.0,67.0,39.0,415.6000000000002,261.0,58.2,-15.0,4.0,31.0,20.0,-60.9,-16.2,-25.31,-3.23,-3.23,-5.56,3.54,-33.91,-8.95196715859405,-8.95,-5.91,-10.25,-9.84,-10.11,8947.0,7.0,14.0,12.0,-218.0,-54.0,0.6094567939877775,4.62,3.0,1.0,1.0,1.0,1.0,2.0,32.0,22.0,-2.600592969080898,2395.2579495458526,21872.103436966507,690.058608112592,0.2591284311055711,-3.879571709750599,0.2843556578381308,-0.3762035146356676,0.8995177098194901,0,0,1,0,1.0
(주)굿센,243870,2019,-20.0,-47.0,-12.0,-19.0,60.0,58.0,139.0,126.0,25.0,-21.0,15.0,31.0,42.0,-55.19,-35.38,-51.27,-6.62,-6.74,-13.34,3.83,-34.98,-26.648231581335995,-26.65,-53.01,-1.3,-61.65,-8.12,3282.0,24.0,1316.0,40.0,-127.0,-21.0,0.5975217954765298,3.02,1.0,22.0,1.0,1.0,1.0,1.0,20.0,8.0,-3.0093118328412447,4016231.033268791,-27790753.34957369,2811262.7525874814,0.4057025482354512,-2.0418484255569167,0.5958570442467939,-3.7504569130951295,0.5898765378866275,0,0,0,1,1.0
크루셜텍(주),114120,2014,-3.0,-4.0,-2.0,-2.0,90.0,51.0,276.0,191.0,52.0,-5.0,6.0,46.0,27.0,-53.9,-11.02,-8.35,-3.42,-3.67,-3.09,1.86,-28.59,-3.094739275266698,-3.09,-12.45,6.49,-0.71,8.21,22228.0,6.0,16.0,5.0,-156.0,-57.0,1.2054164758061567,9.81,5.0,3.0,1.0,1.0,2.0,2.0,23.0,14.0,-7.147887323943662,2755.090226586029,-225986.48572368085,607.2070059347419,0.3405891255111473,-2.3751521954426025,0.3516388384901975,0.0628090955314435,-0.0505647721502424,1,0,0,0,1.0
(주)동운아나텍,94170,2019,-20.0,-30.0,-11.0,-11.0,235.0,142.0,119.0,69.0,37.0,43.0,63.0,75.0,46.0,29.12,16.69,12.06,-4.35,-4.57,-4.0,2.06,62.48,29.68253257102992,29.68,40.62,5.43,17.27,78.88,20004.0,37.0,2790.0,37.0,33.0,56.0,1.0133779702998875,5.05,3.0,98.0,1.0,1.0,4.0,2.0,18.0,9.0,13.686131386861314,4580.8658465093295,-15200.0917453725,2068.0888585007,0.3216573408569909,-7.047846481174957,-0.3000758959381141,-1.0078266589280167,-4.098915069325101,0,0,0,1,1.0
(주)노바렉스,194700,2022,25.0,48.0,8.0,8.0,179.0,110.0,49.0,40.0,17.0,21.0,37.0,48.0,67.0,12.46,8.04,7.08,9.69,9.59,8.94,0.35,-8.219999999999999,6.263235762415535,6.26,15.95,-1.3,1.04,2.61,72791.0,27.0,57.0,26.0,27.0,47.0,1.0410001963402395,6.99,4.0,2.0,1.0,1.0,2.0,2.0,16.0,6.0,8.38150289017341,1049.5933088464242,9467.417634304727,675.8199036485289,0.0518835150147938,1.604743573739603,1.0388224867620006,-0.8610593490528021,1.798775954254437,0,0,1,0,0.0
(주)네오셈,253590,2022,6.0,19.0,3.0,6.0,154.0,81.0,110.0,104.0,18.0,27.0,45.0,77.0,48.0,17.66,9.75,13.39,8.31,7.62,11.2,2.13,5.67,40.056441959680754,39.15199999999993,62.50479999999995,4.0,95.64479999999996,32.67,25877.0,20.0,211.0,35.0,39.0,55.0,0.5708373827703697,5.63,1.0,5.0,1.0,1.0,3.0,1.0,8.0,6.0,13.678861788617889,2077.7024651669635,8115.672303918937,1732.881443770301,0.2832992898305805,3.363124271260368,0.7396309596874961,9.28496004017314,-1.4972789947325778,0,0,0,1,0.0
(주)지엔씨에너지,119850,2022,-16.0,-44.0,-5.0,-6.0,193.0,155.0,46.0,46.0,11.0,29.0,21.0,60.0,69.0,24.781599999999987,17.724799999999995,17.094399999999997,3.85,3.63,4.1,0.3,20.37919999999999,3.2500835225003466,3.25,-6.06,21.68,1.38,4.68,16572.0,10.0,61.0,11.0,129.87999999999977,39.0,0.8698885152392942,5.62,2.0,4.0,1.0,1.0,2.0,1.0,31.0,11.0,2.145858343337335,502.43889766033845,-1918.21433654324,407.0120785576894,0.0429689933759571,2.3038096790112275,1.6556336731928145,-1.510587676337468,17.0429575855691,0,0,0,1,0.0
삼아제약(주),9300,2022,72.0,920.0,8.0,20.0,542.0,485.0,13.0,12.0,1.0,47.0,43.0,58.0,89.0,6.76,8.31,14.58,10.73,9.3,22.34,-3.34,4.76,7.414630499632527,7.41,41.89,-19.17,49.45,-4.38,41177.0,20.0,116.0,50.0,29.0,48.0,0.4020687335300991,4.14,1.0,2.0,1.0,0.0,1.0,1.0,51.0,24.0,8.529713114754099,587.2091273770791,5410.0079063480325,1298.177443838729,0.3902790517547589,2.7481572530030927,0.9920149390411253,-1.504286654906766,-3.6434281695752886,0,1,0,0,0.0
에스지에이솔루션즈(주),184230,2022,13.0,21.0,5.0,13.0,131.0,127.0,66.0,60.0,24.0,11.0,78.0,47.0,60.0,10.62,7.83,12.92,5.68,4.84,10.29,5.647700000000008,5.359999999999999,48.374200913531126,48.37,16.78,96.05,51.29,278.99,17278.0,18.0,2411.9900000000184,46.0,28.0,53.0,0.3932656407543693,1.2859,1.0,38.60000000000008,1.0,0.0,1.0,1.0,11.0,11.0,-18.704545454545453,781.4759597244505,13678.26190834024,1194.84496897444,0.5823381417198836,5.20534967616695,1.0932462046031772,-0.332126198832268,0.4853144667194598,0,0,1,0,0.0
엠에프엠코리아(주),323230,2022,-18.0,-27.0,-13.0,-12.0,133.0,59.0,330.0,269.0,50.0,21.0,5.0,84.0,23.0,-1.18,-0.48,-0.38,1.05,1.01,0.82,3.64,57.51,29.769417585775003,29.77,13.83,345.55,26.22,-10.39,26328.0,20.0,1008.4999999999991,18.0,-2.0,33.0,1.0958485334615435,4.95,3.0,246.7999999999987,1.0,1.0,7.849999999999994,1.0,6.0,5.0,26.0625,817.0888880013863,-3039.6906919590506,173.28800865758998,0.0869332493131794,15.91907133860071,6.462939886487928,60.03138102519807,-1.2006344299685474,1,0,0,0,1.0
(주)남성,4270,2022,-3.0,-5.0,-2.0,-4.0,81.0,54.0,127.0,106.0,34.0,-9.0,6.0,38.0,44.0,2.68,2.65,3.23,1.21,0.91,2.59,4.8,-4.6,-6.09674795314855,-6.1,-18.71,3.73,-4.09,-17.5,20202.0,7.0,484.0,21.0,16.0,49.0,0.3619266142660454,9.18,1.0,21.0,1.0,0.0,1.0,1.0,57.31999999999999,35.0,18.92156862745098,584.851714988388,-10957.153394885549,712.1610229404206,0.0865959441196849,10.414823712648785,0.6381560401293425,1.2428524274311528,-1.5610939054899882,1,0,0,0,0.0
(주)에스피시스템스,317830,2022,10.0,17.0,4.0,5.0,168.0,161.0,58.0,47.0,21.0,20.0,79.0,50.0,63.0,4.46,3.85,5.17,5.17,4.57,6.39,0.75,7.57,17.078117033600314,17.08,25.31,9.92,47.96,16.42,18677.0,23.0,82.0,35.0,15.0,24.0,0.6640092335360148,8.65,2.0,2.0,1.0,1.0,1.0,1.0,36.0,5.0,174.6341463414634,1457.3956267064762,19808.550320337206,1384.8894137213483,0.1273298603193233,3.311494273878784,1.1944584586840072,-5.698619408990158,0.570255373586973,0,0,1,0,0.0
(주)파커스,65690,2021,6.0,8.0,3.0,4.0,271.0,222.0,81.0,28.0,35.0,26.0,68.0,42.0,55.0,10.74,7.09,10.19,1.13,0.82,1.28,0.55,21.3,36.39778086316275,0.0,0.0,0.0,0.0,0.0,34123.0,23.0,57.0,36.0,28.0,48.0,0.6388767294440459,5.3,2.0,1.0,1.0,1.0,1.0,2.0,37.0,22.0,4.746153846153846,534.5213266273488,10403.839225104295,462.65381446675394,0.3528380354762923,10.05157229349034,0.1146411689563835,-0.1156536558917991,0.1318257783920816,0,0,1,0,1.0
(주)디앤씨미디어,263720,2022,53.0,459.0,10.0,15.0,353.0,347.0,23.0,21.0,2.0,43.0,66.0,59.0,81.0,8.63,7.04,10.03,7.43,6.44,9.57,-1.41,-13.409999999999998,6.545004904777836,6.55,-11.74,52.76,-9.21,19.64,19218.0,20.0,498.0,31.0,32.0,44.0,0.6515813613505973,9.32,1.0,17.0,1.0,1.0,2.0,1.0,12.0,7.0,82.1400641025641,3630.5920738498007,50955.85022203152,4531.900978168856,0.9030062518793289,10.446355632940543,0.8427394198784187,-0.5657712014607058,-5.081019736964905,0,1,0,0,0.0
(주)유바이오로직스,206650,2022,-1.0,-4.0,0.0,-1.0,167.0,94.0,36.0,21.0,10.0,10.0,45.0,25.0,74.0,-0.9,-2.8,-6.2,-2.26,-2.41,-6.79,0.5,22.08,7.7294881394202415,7.73,-23.42,25.03,40.83,3.95,28425.0,18.0,49.0,51.0,-12.0,17.0,0.3422477453078273,19.26,2.0,1.0,0.0,0.0,1.0,1.0,14.0,7.0,-141.2698412698413,2715.7746559015777,50365.08180241709,5847.811703001445,0.4769356081761327,-6.265806595073344,1.1289537035039914,-3.0200561698432,10.1486841690567,0,0,1,0,1.0
(주)기가레인,49080,2017,-3.0,-4.0,-1.0,-2.0,93.0,62.0,105.0,87.0,37.0,-3.0,10.0,40.0,49.0,-1.88,-0.62,-0.92,3.22,3.1,5.23,2.47,14.41,16.628791450142717,16.63,56.78,-0.28,32.72,-7.8,23652.0,13.0,36.0,24.0,-4.0,44.0,0.5512973351688103,6.21,2.0,1.0,1.0,1.0,1.0,2.0,24.0,11.0,-294.5,1614.200161068474,-46819.94953261734,1429.421307301068,0.1114758147358351,3.3285511637294385,5.291509444457367,0.272598112480214,-0.2241917499843793,1,0,0,0,1.0
(주)루켄테크놀러지스,162120,2022,-7.0,-11.0,-5.0,-11.0,89.0,54.0,260.0,197.0,50.0,-6.0,1.0,49.0,28.0,-13.52,-4.54,-7.78,-3.55,-3.61,-6.98,3.5732,-30.51,12.080731085498272,12.08,43.52,-7.15,-12.01,-8.74,4422.0,8.0,19.0,17.0,-47.0,-16.0,0.4886590197229276,3.22,2.0,1.0,1.0,1.0,1.0,1.0,17.0,7.0,-19.680851063829788,2330987.558500437,-17377249.230769232,1534501.800067927,0.2030610746570172,-1.9082933014519567,0.69378991221656,-8.26913943231935,-1.7337077402959198,0,0,0,1,0.0
헝셩그룹유한회사,900270,2022,36.0,48.0,6.0,16.0,554.0,547.0,18.0,18.0,12.0,68.0,440.0,83.0,84.0,-0.63,-0.54,-1.49,1.38,1.17,3.29,1.33,-0.8300000000000001,-2.64321380818256,-2.64,-1.63,-7.43,8.01,-1.08,27983.0,8.0,66.0,21.0,-7.0,28.0,0.359323232737367,2.14,0.0,3.0,0.0,0.0,2.0,0.0,29.0,8.0,-6835.4736984162755,128.09859345497745,2238.7733546599216,274.40023899321034,0.1525757440117158,5.838418058223732,-31.4671006742618,-2.238188701865538,7.406480561438052,0,0,1,0,0.0
태원물산(주),1420,2022,8.0,45.0,1.0,4.0,592.8999999999997,546.2999999999996,18.0,11.0,3.0,51.0,54.0,60.0,85.0,-4.47,-3.83,-12.42,0.12,-1.45,-4.79,-3.3609999999999998,-4.73,-6.652245713238221,-6.65,-4.96,-9.07,-25.55,-5.39,2373.0,7.0,17.0,22.0,-57.0,10.0,0.3134512138201967,4.78,1.0,1.0,0.0,0.0,1.0,1.0,69.0,49.0,-20.940860215053764,1000.9625836723668,103483.95757444398,2702.231225805368,0.0926049583870814,-0.9319162145331488,-1.1844571062509022,-176.79936196209968,-0.6292142245958722,0,1,0,0,1.0
(주)티에스트릴리온,317240,2022,-13.0,-16.0,-9.76,-11.0,34.879999999999995,19.4,284.31999999999994,263.11999999999983,60.63999999999997,-43.16,0.24,19.0,26.48,-59.135600000000004,-15.73,-16.18,-8.69,-8.69,-9.24,3.52,-25.6,4.400654486284214,4.4,-22.38,13.68,26.18,17.17,-2909.0,-4.0,-5.0,-5.0,0.0,0.0,0.921084598059629,16.0,7.559999999999988,1.0,1.0,1.0,1.0,3.759999999999998,5.24,5.0,-6.122641509433962,3515.877536157526,-17335.059007603257,974.1140527976368,0.5347193827127947,-4.403929897398072,0.542150077328298,-10.64972321444706,-1.189996782687358,0,0,0,1,0.0
(주)미래아이앤지,7120,2014,-38.0,-50.0,-8.0,-22.0,89.0,83.0,29.0,17.0,17.0,-1.0,36.0,12.15,77.0,-66.73,-86.98,-99.45,-14.22,-14.58,-31.88,2.96,-10.320000000000007,46.73185246921485,46.73,-65.652,180.04,-29.82,-31.56,-10508.0,-22.0,-414.0,-56.0,0.0,0.0,0.3846376387358619,8.12,2.0,4.0,1.0,0.0,1.0,2.0,53.0,25.0,-1.5330520393811533,1542.584771181303,-19083.51551914878,3105.215462000379,0.5871843089534983,-0.8098688403441378,0.3205542416891632,0.0888824653687415,-0.0892379232990354,1,0,0,0,1.0
글로벌에스엠테크리미티드,900070,2014,18.6,47.60000000000001,5.0,7.0,330.0,291.0,32.0,26.0,9.0,45.0,111.0,64.0,76.0,-4.93,-3.76,-5.41,3.93,3.15,4.83,-0.61,-5.569999999999999,-0.274756543869301,-0.27,-3.96,7.16,-14.4,-15.21,12820.0,12.0,47.0,19.0,-29.0,23.0,0.6543335342210244,3.43,1.0,2.0,1.0,1.0,2.0,1.0,16.0,15.0,-6652.7260605390165,489.9221088925357,11708.946451547508,566.6869255724249,0.1879400675294799,5.26040105714655,-3.326144515894019,-0.5976066905591382,9.079330734313576,0,0,1,0,1.0
마이크로로봇(주),182690,2019,-10.0,-14.0,-6.0,-12.0,117.0,114.0,127.0,92.0,43.0,7.0,91.0,48.0,44.0,-58.9,-22.1,-40.66,-16.592,-16.798,-32.836,7.11,22.78000000000001,32.47748609977247,32.48,116.94,-2.24,40.92,-9.36,5823.0,22.0,50.0,47.0,-86.0,-1.0,0.4690943344984726,6.47,1.0,1.0,1.0,1.0,1.0,1.0,24.0,10.0,-10.346715328467154,5170.279368613903,50788.41652960283,4858.099549643688,0.2602475945482428,0.454490380589496,0.8926788048367508,-7.005262865764932,0.150873357481796,0,0,1,0,1.0
(주)클리노믹스,352770,2022,-11.0,-21.0,-5.0,-21.0,142.0,134.0,83.0,69.0,24.0,16.0,23.0,54.0,55.0,-18.25,-11.74,-44.34,-10.22,-10.8,-46.72,10.62,-50.43,-5.345147947146304,-5.35,-30.0,59.82,-58.35,54.34,7952.0,8.0,32.0,34.0,-129.0,-31.0,0.2377158567903572,1.009,0.0,1.0,0.0,0.0,1.0,0.0,13.0,4.0,-8.213399503722083,1742.438019010746,-7743.164225216596,4015.57154759454,2.0971305442928423,-0.763925759452205,1.0653658716826102,4.020854270344056,-1.9066158525562584,1,0,0,0,1.0
(주)한국파마,32300,2022,11.0,14.0,6.0,10.0,141.0,116.0,119.0,116.0,42.0,22.0,12.0,75.0,46.0,-1.91,-0.93,-1.38,4.92,4.75,7.64,4.51,-14.16,1.1945810272523272,1.19,0.87,2.17,1.83,9.83,26924.0,21.0,134.0,33.0,-4.0,19.0,0.6187948136880499,5.05,1.0,4.0,1.0,1.0,2.0,1.0,39.0,4.0,-58.87030026109661,3902.059424790656,28191.36675527774,2880.4772207368974,0.3608528314672272,5.725896143635119,-3.105104032463892,-0.1595989978435222,-1.814383003566418,0,1,0,0,0.0
(주)셀피글로벌,68940,2019,-1.0,-1.0,0.0,-1.0,169.0,132.0,143.0,110.0,48.0,31.0,17.0,77.0,41.0,0.05,0.02,0.03,0.2,-0.5,-0.65,0.92,17.44,30.788240215296327,30.79,41.31,4.98,2.63,7.91,6994.0,19.0,105.0,28.0,0.0,19.0,0.6878533416822118,6.24,1.0,4.0,1.0,1.0,3.0,1.0,26.0,14.0,5878.823529411775,3703.629937681292,230831.69236075765,2219.7263744439897,0.2141359294831981,-31.098749872244863,1.5916796143579937,-0.0269436150796205,0.0310906978219261,0,0,1,0,1.0
(주)인텔리안테크놀로지스,189300,2022,-9.0,-16.0,-5.0,-7.0,159.0,79.0,107.0,75.0,31.0,21.0,18.0,58.0,48.0,9.41,5.63,6.69,5.15,4.86,6.41,0.26,4.390000000000001,41.64919542516296,41.65,38.01,46.97,73.53,57.38,90433.35999999999,25.0,94.0,39.0,17.0,33.0,0.6465446344398538,4.57,2.0,3.0,1.0,1.0,2.0,1.0,20.0,8.0,45.66823371390195,3494.540917624585,-23943.060641757667,2607.8490771211787,0.286209292126948,6.648289936063453,0.9131080181041428,0.9457807750998224,-0.4669773657300702,1,0,0,0,0.0
(주)이미지스테크놀로지,115610,2019,-50.0,-1447.0,-10.0,-8.0,438.0,365.0,25.0,25.0,1.0,68.0,71.0,88.0,80.0,-51.59,-50.14,-43.09,-35.14,-35.72,-34.03,-0.53,-19.5,-31.650970454283527,-31.65,-23.49,-61.5,11.04,69.58,-2955.0,-20.0,-1985.0,-16.0,0.0,0.0,1.2927369099356203,17.11,2.0,160.0,1.0,1.0,6.0,1.0,20.0,14.0,-2.848360655737705,1819.172645056917,-40537.04648602605,1124.9531298898055,0.4366239927585713,-0.3033398419723331,0.834138818504771,-0.397594669537319,3.6393157898378736,0,0,0,1,1.0
(주)한송네오텍,226440,2021,-1.0,-1.0,0.0,-1.0,100.0,67.0,109.0,82.0,31.0,0.0,19.0,39.0,48.0,-7.79,-5.37,-9.28,-0.39,-0.55,-1.29,4.82,-6.18,85.0606945637036,85.06,12.91,213.86,53.04,496.7,3523.0,4.0,13.0,12.0,-78.0,-32.0,0.3297666666863468,4.51,1.0,2.0,1.0,0.0,1.0,1.0,9.0,9.0,-172.27272727272728,2543.243362356074,14910.96819195934,3692.893456237089,0.1970938647295931,-14.139762376547802,0.1098885115421623,-0.218140944456784,0.2548561557028859,0,0,1,0,1.0
성호전자(주),43260,2014,7.0,10.0,4.0,5.0,119.0,75.0,128.0,92.0,41.0,8.0,13.0,48.0,44.0,-8.53,-3.9,-4.79,-0.67,-0.85,-1.07,2.23,-1.1799999999999995,-3.421824500739332,-3.42,-9.92,3.4,-4.16,3.84,13451.0,13.0,28.0,16.0,-30.0,22.0,0.8057660053425277,4.49,2.0,2.0,1.0,1.0,2.0,2.0,51.0,23.0,-7.919354838709677,641.022082196751,4803.707454119049,348.2935072390879,0.1673940825917708,-13.931521821989246,0.2679296899169391,-2.04360139411165,-2.24880267538578,0,1,0,0,1.0
(주)유니켐,11330,2022,8.0,11.0,6.0,20.0,56.41,25.01,212.0,196.0,51.0,-27.06,0.77,19.0,32.0,2.04,0.49,1.08,0.92,0.85,2.71,5.01,-1.4500000000000002,29.482928360637484,29.48,-16.61,48.97,-2.35,53.94,27214.0,6.0,16.0,23.0,5.0,44.0,0.2769617732371616,4.74,2.0,0.0,0.0,0.0,0.0,1.0,45.0,35.0,25.3125,636.636265441206,3781.243365287162,735.6032904526118,0.1043672890347993,5.956602156813977,-1.321752242039592,-0.2542293238793224,0.3724180318781894,0,0,1,0,0.0
(주)에스제이엠홀딩스,25530,2022,8.0,17.0,2.0,3.0,453.0,305.0,25.0,17.0,9.0,49.0,106.0,63.0,80.0,1.15,1.39,2.08,3.07,2.5,4.47,-0.5,-0.98,-0.3041896377575225,-0.3,9.35,-13.54,23.09,-6.1,70813.0,22.0,145.0,38.0,5.0,27.0,0.5613733640535113,4.11,1.0,4.0,1.0,1.0,1.0,1.0,49.0,27.0,26.96850393700788,213.25764214447278,4708.722403711376,277.64603823561475,0.3455668697822138,5.508181108850532,0.7141866385666931,-0.9675693398883072,-12.388633927145822,0,1,0,0,0.0
(주)일월지엠엘,178780,2018,1.0,2.0,1.0,1.0,47.0,39.0,430.0,315.0,56.0,-32.0,7.0,28.0,19.0,-165.28,-47.79,-54.69,-16.37,-16.79,-22.1,5.42,-74.57000000000001,-32.3234676573479,-32.32,-50.51,-21.07,64.36,-34.16,-8854.0,-16.0,-36.0,-17.0,0.0,0.0,0.9413460406211418,4.24,3.0,2.0,1.0,1.0,1.0,2.0,18.0,9.0,-2.401107594936709,5002.378405163603,-35799.22888220335,1003.503861362771,0.3776362497222768,0.0780401554335031,0.4211421121852677,0.2810866315121155,-0.2224244834327996,1,0,0,0,1.0
바이온(주),32980,2017,-4.0,-4.0,-1.0,-4.0,101.0,92.0,66.0,59.0,34.0,0.0,26.0,36.0,60.0,-23.22,-20.85,-35.12,-5.05,-5.42,-14.32,6.44,-13.71,20.67783584185176,20.68,18.06,22.19,-31.69,31.39,-1427.0,-3.0,-15.0,-7.0,0.0,0.0,0.3459416605716207,3.03,1.0,2.0,1.0,0.0,1.0,1.0,41.0,27.0,-8.712871287128714,1770.2395176573848,-22395.664388181704,3086.02358277286,0.2496113180818571,-0.868423537713957,0.4199070425968439,0.2584050168992983,-0.1613004895346797,1,0,0,0,1.0
(주)야스,255440,2022,18.0,193.45999999999987,5.0,16.47999999999999,216.0,164.0,36.0,31.0,2.0,26.0,32.0,49.0,74.0,-0.53,-0.83,-2.3,-1.59,-2.19,-8.81,-1.6678,-1.84,-3.255289564110897,-3.26,-16.82,14.61,10.3,25.24,13015.0,6.0,35.0,24.0,-10.0,-9.0,0.2528932666602762,3.1,1.0,1.0,0.0,0.0,1.0,0.0,22.0,7.0,-120.6153846153846,641.1813717822831,-27140.01635695813,1867.7327778375272,0.2329918686480122,-1.8599987248768657,2.82748384158993,0.4216685918132846,-10.068343969955878,1,0,0,0,0.0
(주)비즈니스온커뮤니케이션,138580,2022,39.0,63.0,11.0,23.0,188.0,188.0,37.0,17.0,17.0,11.0,89.0,23.0,73.0,16.84,14.18,26.83,14.44,14.25,27.47,1.07,6.83,31.16801266827182,31.17,-25.76,69.59,30.98,-6.87,22085.0,23.0,1351.0,50.0,53.0,66.0,0.4571919035251954,6.53,2.0,26.0,1.0,1.0,1.0,2.0,17.0,7.0,12.74766355140187,2201.9047404616235,15376.904835897783,3503.017519478903,0.6909918301861561,3.6408968984033656,1.050336581558873,-0.7666127732153915,1.6258363073762765,0,0,1,0,0.0
엘티씨(주),170920,2022,4.0,6.0,3.0,3.0,136.0,95.0,191.0,115.0,43.0,14.0,30.0,54.0,34.0,2.64,1.47,1.38,5.62,5.01,4.91,3.13,14.42,70.42892750702707,70.43,90.53,51.66,110.10450000000036,4.15,44387.0,16.0,74.0,20.0,7.0,50.0,0.8082504790129069,6.98,3.0,4.0,1.0,1.0,2.0,2.0,17.0,11.0,50.25125628140704,864.5091213300961,3471.788325721005,367.5369208658741,0.212465458397261,4.135428024174775,2.335890963787688,-0.2186329392506638,0.2629704641438101,0,0,1,0,0.0
(주)앤디포스,238090,2022,-19.0,-33.0,-4.0,-7.0,336.0,248.0,23.0,23.0,11.0,43.0,49.0,62.0,81.0,-13.14,-12.05,-24.02,0.33,-0.68,-1.53,0.21,-25.36,-25.39583141610173,-25.4,-43.36,51.97,41.53,-10.62,-10454.0,-6.0,-76.0,-12.0,0.0,0.0,0.5179444453917443,12.79,1.0,6.0,1.0,0.0,2.0,1.0,14.0,8.0,-5.422222222222223,834.7056267579782,-9403.939180053383,1305.9037043678334,0.3253127678590293,-17.035752718663748,0.12847085413780202,0.2530788449599245,-8.869954629533929,1,0,0,0,0.0
