회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
피에스텍(주),2230,2020,6.0,12.0,1.0,2.0,746.0899026716482,706.5308333379734,17.516602666636963,10.395753333296202,7.0,53.08764400006682,180.90806400374174,66.0,85.24169866668151,0.31,0.35,0.82,0.4,-0.37,-1.12,-1.79,-1.46,-7.665984947579929,-7.67,-3.25,-15.27,5.04,1.77,8427.0,5.0,48.0,16.0,5.0,17.0,0.3418961458257304,4.32,1.0,3.0,0.0,0.0,1.0,1.0,67.0,33.0,29.19254658385093,679.0027841661906,31164.942683344525,1736.9366967622148,1.0,0,1,0,0
(주)미래엔에듀파트너,208890,2022,-2.0,-3.0,-1.0,-1.0,81.0,63.0,189.0,175.0,40.0,-11.0,32.0,49.0,35.0,-29.73,-13.07,-7.01,-7.26,-7.59,-4.4,1.16,41.8,-0.1363103155927547,-0.14,13.31,-10.44,62.53,30.88,2508.0,32.0,450.0,19.0,-38.0,40.0,1.72377703744499,12.72,5.0,27.0,2.0,2.0,3.0,4.0,15.0,10.0,-4.135338345864661,1279402.7316352895,2204772.264631043,256809.5732068761,1.0,0,1,0,0
(주)씨앗,103660,2020,7.0,10.0,7.0,10.0,49.0,27.0,1785.0,1428.0,70.12084933334076,-38.0,8.0,37.0,5.0,-198.33764397405767,-17.89,-21.8,-6.48,-6.49,-9.38,3.46,-147.7249400944852,10.051688507876529,0.0,0.0,0.0,0.0,0.0,2976.0,10.0,26.0,15.0,-144.0,-67.0,0.6914158730965916,7.7,3.0,2.0,1.0,1.0,1.0,2.0,18.0,9.0,-4.345654345654346,17035737.160820648,7617204.911941189,1307446.1016863063,1.0,0,1,0,0
(주)에스케이씨에스,224020,2019,5.0,7.0,5.0,5.0,31.0,18.0,2661.6410640538543,2252.9175493840103,70.0,-63.0,0.0,28.0,4.516602666636962,-35.72,-0.46,-0.45,1.37,1.36,1.33,3.52,107.1747480553818,-4.041729909929028,-4.04,-3.0,-4.44,-11.29,-4.09,3536.0,20.0,30.0,19.0,-2.0,44.0,1.044921836965509,7.32,6.0,2.0,1.0,1.0,1.0,4.0,20.0,8.0,-37.58064516129032,17208565.406331003,6836593.511450382,193516.36776145204,1.0,0,1,0,0
(주)에이원알폼,234070,2021,45.0,973.1865813580407,22.0,56.81274000011136,57.0,48.0,92.0,62.0,1.0,-14.0,12.0,18.0,52.0,-42.47,-16.05,-60.14,-15.24,-15.25,-30.25083125356443,5.75,-6.719999999999999,-25.26666301904657,-25.27,-12.69,-27.62,-36.33,-28.56,14297.0,22.0,28.0,71.0,-84.0,73.0,0.3095345264288933,5.01,2.0,0.0,0.0,0.0,0.0,2.0,19.0,9.0,-5.188974733764878,2547304.4742696127,5818194.5904749,1666908.6922905603,1.0,0,1,0,0
(주)MH에탄올,23150,2022,6.0,9.0,5.0,19.0,66.3526089997605,34.30057977772456,183.7918831118559,144.8497101111377,45.39884044455084,-12.699420222275442,8.0,21.751449444311394,35.45086966658684,7.71,2.73,10.75,5.02,4.88,19.8,4.475433325561673,-1.81,-0.8905199360497233,-0.89,1.27,-1.17,8.48,-2.46,54043.0,12.0,14.450869666586836,49.0,22.0,73.0,0.2474573172430802,10.27,3.0,1.0,0.0,0.0,0.0,2.0,46.0,28.0,8.717067583046964,588.5945569751364,3407.740634970497,507.1293780277636,0.0,0,1,0,0
(주)구영테크,53270,2022,13.0,21.0,8.0,7.0,74.0,46.0,183.7918831118559,144.8497101111377,39.0,-12.699420222275442,7.0,38.0,35.45086966658684,4.98,1.83,1.45,3.38,3.32,2.81,1.54,0.6900000000000004,7.729369198375123,7.73,20.42,1.27,34.81,1.8,58146.0,24.0,45.0,21.0,7.0,46.0,1.1419635290152856,9.61,5.0,2.0,1.0,1.0,2.0,3.0,35.0,22.0,18.73949579831933,705.5272412662382,2661.520552408217,273.01226343545295,0.0,0,1,0,0
(주)넥스틴,348210,2022,143.0,2064.0,25.0,27.0,493.0,351.0,22.0,20.0,1.0,66.0,246.0,82.0,82.0,34.096640304660966,29.99606655786343,37.77,24.964913033341315,23.99942173000718,40.596356446725714,-0.3,24.99,37.0788497248071,37.077224605580824,55.69259995337004,30.81,95.85204950651446,36.9,70386.0,57.69942022227542,737.0,61.0,62.0,80.24855055568855,0.9484389995362388,12.13,2.0,11.0,1.0,1.0,6.0,1.0,14.0,4.0,11.174624523649406,4981.451681393327,9710.734503080448,4318.146759580764,0.0,0,1,0,0
(주)노바텍,285490,2022,174.09826066682626,9962.0,23.0,30.0,1167.0,1110.0,10.0,7.0,0.0,69.0,418.0,75.0,91.0,13.51,10.62,12.91,19.14,18.57,23.96,-0.72,-29.419421730007187,4.387260135227223,4.39,-4.54,46.57,22.09,96.25074466465139,41644.0,29.0,189.0,38.0,34.0,55.0,0.7588773471480932,16.6,1.0,5.0,1.0,1.0,4.0,1.0,17.0,6.0,24.698795180722893,1631.8123126032976,4962.32546506866,1962.132925461976,0.0,0,1,0,0
(주)뉴트리,270870,2022,10.0,21.0,3.0,2.0,240.0,208.0,48.0,35.0,15.0,33.0,113.0,57.0,67.0,4.98,3.84,2.39,3.94,3.08,2.29,-0.01,-19.07,-1.0226293022811002,-1.02,-15.13,26.47,-19.73,28.88,20670.0,14.0,75.0,10.0,23.0,42.0,1.3542501745210562,32.22635644672572,3.0,8.0,2.0,1.0,3.0,2.0,23.0,6.0,15.988372093023257,1024.426936415601,2405.6573573541564,509.4581753755691,0.0,0,1,0,0
(주)대림제지,17650,2022,62.0,413.0,11.0,17.0,388.0,354.0,20.0,8.0,3.0,20.0,99.0,27.0,83.0,9.89,10.53,13.03,10.08,9.82,15.58,-0.3,-1.0700000000000005,12.766948986815994,0.0,0.0,0.0,0.0,0.0,51367.0,17.0,34.0,27.0,48.0,76.0,0.6298390516537804,6.86,3.0,1.0,1.0,1.0,1.0,2.0,40.0,30.0,3.21285140562249,320.72866312578714,2521.594094477572,422.7308911959807,0.0,0,1,0,0
(주)대성미생물연구소,36480,2022,6.0,8.0,3.0,7.0,270.0,161.0,68.0,27.0,34.0,28.0,36.0,44.0,60.0,4.49,2.83,6.68,-0.18,-0.51,-1.28,1.17,2.1300000000000003,3.975106072188654,3.98,20.94,-6.37,6.26,-6.82,12813.0,20.0,42.0,50.0,13.0,41.0,0.3916500874951744,8.46,2.0,1.0,0.0,0.0,1.0,1.0,58.0,24.0,22.991071428571427,1007.7911992586528,33875.47948430338,1534.8980482990926,0.0,0,1,0,0
(주)대한과학,131220,2022,29.0,139.0,7.0,6.0,327.0,147.0,34.0,27.0,5.0,45.0,42.0,66.0,75.0,13.62,11.45,8.64,12.84,12.63,10.0,-0.09,2.0699999999999985,8.25369440614874,8.25,7.37,9.98,9.05,12.14,20512.0,35.0,112.0,28.0,30.0,47.0,1.2157496710161808,12.21,4.0,4.0,1.0,1.0,4.0,2.0,31.0,13.0,13.43811394891945,1147.651068706445,11299.47753831371,705.4362437203658,0.0,0,1,0,0
(주)더블유에스아이,299170,2022,27.0,59.0,9.0,19.0,235.0,211.0,51.0,46.0,16.0,41.0,77.0,72.0,66.0,12.31,8.78,15.9,7.76,6.71,13.58,-1.54,-12.4,9.692031254008608,9.69,-13.73,92.81881933630619,-2.33,96.25074466465139,9661.0,17.0,283.0,36.0,45.0,59.0,0.4720962036941873,2.95,1.0,3.0,1.0,0.0,3.0,1.0,6.0,6.0,12.72108843537415,1474.4197767318008,12241.919858047486,2069.837134975706,0.0,0,1,0,0
(주)동일기연,32960,2022,76.0,363.0,5.0,12.0,1833.7456516670657,1533.0,7.0,4.0,1.0,77.0,75.0,81.0,94.0,1.81,1.8,3.92,3.2,1.66,4.13,-3.68,-12.06,0.2450050823090192,0.25,5.04,-16.36,2.26,-1.34,13987.0,21.0,358.0,52.0,7.0,8.0,0.4019327745678375,7.25,1.0,6.0,0.0,0.0,2.0,1.0,38.0,27.0,19.185185185185187,757.3263524136322,12876.46724795393,1763.1559077017218,0.0,0,1,0,0
(주)디스플레이테크,66670,2022,-5.699420222275442,-14.699420222275442,-1.0,-1.8497101111377212,839.0,827.0,10.0,7.0,0.0,50.0,85.0,57.0,91.0,4.39,5.36,9.89,2.36,1.66,4.46,-1.84,0.8199999999999998,-12.454655856546578,-12.45,-21.13,2.5,-36.992012636986786,-28.491039076708976,11918.0,7.0,411.0,17.0,57.0,80.24855055568855,0.3973524548082002,3.71,1.0,5.0,1.0,0.0,1.0,1.0,26.0,22.0,10.264367816091951,527.1492410785113,49061.4211863824,1208.397939182002,0.0,0,1,0,0
(주)디앤씨미디어,263720,2022,53.0,459.0,10.0,15.0,353.0,347.0,23.0,21.0,2.0,43.0,66.0,59.0,81.0,8.63,7.04,10.03,7.43,6.44,9.57,-1.41,-13.409999999999998,6.545004904777836,6.55,-11.74,52.76,-9.21,19.64,19218.0,20.0,498.0,31.0,32.0,44.0,0.6515813613505973,9.32,1.0,17.0,1.0,1.0,2.0,1.0,12.0,7.0,82.21005426822506,3630.5920738498007,50955.85022203152,4531.900978168856,0.0,0,1,0,0
(주)디엔에프,92070,2022,21.0,35.0,4.0,5.0,275.0,92.0,21.0,18.0,10.0,26.0,28.0,41.0,83.0,3.92,3.53,4.29,8.98,8.53,12.06,0.37,-5.43,-0.60635421687021,-0.61,-3.31,1.36,6.39,23.11,44425.0,23.0,57.0,33.0,13.0,36.0,0.7094328730132571,14.44,4.0,2.0,1.0,1.0,1.0,2.0,23.0,17.0,14.52145214521452,968.183273798414,36311.842600728,1129.9752511948134,0.0,0,1,0,0
(주)디지틀조선일보,33130,2022,67.0,186.0,6.0,17.0,797.0,795.0,11.0,8.0,3.0,52.0,121.0,59.0,90.0,3.39,4.65,7.92,4.0,2.24,5.94,-4.33,0.0,-2.3786510292836223,-2.38,11.42,-17.13,3.78,34.15,19602.0,22.0,732.0,56.0,14.0,30.0,0.3816710222594637,8.71,1.0,15.0,1.0,0.0,1.0,1.0,29.0,27.0,37.922077922077925,1319.5308619007349,19282.91202867868,3121.914992048343,0.0,0,1,0,0
(주)딜리,131180,2022,23.0,52.0,4.0,7.0,353.0,281.0,20.0,17.0,7.0,35.0,37.0,49.0,83.0,4.53,5.39,7.05,3.9,3.27,6.13,-0.75,-0.8899999999999997,1.141107852731846,1.14,15.34,-9.65,5.39,7.02,8155.0,12.0,55.0,22.0,32.0,44.0,0.5301396108505836,32.22635644672572,1.0,3.0,1.0,1.0,1.0,1.0,28.0,13.0,15.511363636363637,686.207143494683,31160.48101760065,1077.5771928448085,0.0,0,1,0,0
(주)리메드,302550,2022,2.0,4.0,1.0,4.0,97.0,85.0,160.0,144.8497101111377,25.0,-2.0,12.0,54.0,38.0,14.28,5.63,18.5,3.02,2.14,7.78,1.31,11.32,1.201071928755291,1.2,-14.24,28.31,5.79,18.61,11633.0,15.0,42.0,54.0,34.0,48.0,0.2734513536565549,3.7,1.0,1.0,0.0,0.0,1.0,0.0,21.0,5.0,15.935483870967742,2522.372644376859,14520.553582732227,3542.3137850274584,0.0,0,1,0,0
(주)링크제니시스,219420,2022,66.0,298.0,5.0,14.0,1384.0,1370.0,9.0,7.0,2.0,78.84971011113771,173.0,85.0,92.0,4.73,4.27,11.03,8.49,7.64,21.09,-1.96,-5.699999999999999,-0.722129858813169,-0.72,-1.36,2.95,7.72,-5.66,10354.0,22.0,414.0,60.0,18.0,24.0,0.3638833100405131,7.51,0.0,7.0,0.0,0.0,2.0,0.0,21.0,6.0,35.54216867469879,1548.4045859714277,34308.833486025265,3918.834162597752,0.0,0,1,0,0
(주)마이크로컨텍솔루션,98120,2022,117.0,958.0,17.0,16.0,475.0,379.0,17.0,15.0,2.0,47.0,108.0,59.0,86.0,15.55,13.32,11.54,14.96,14.49,12.93,-0.4,-4.219999999999999,11.133331191337923,11.13,12.85,8.72,-0.53,8.24,21382.0,37.0,101.0,35.0,33.0,47.0,1.0646335578940849,7.95,2.0,3.0,1.0,1.0,3.0,2.0,25.0,16.0,6.143867924528302,883.2693969047574,4144.023707795857,709.3557008765711,0.0,0,1,0,0
(주)매커스,93520,2022,11.0,3541.0,7.0,11.0,142.0,119.0,183.7918831118559,144.8497101111377,0.0,28.0,21.0,89.84971011113771,35.45086966658684,25.56,10.61,11.48,14.79,14.58,16.23,-0.2,-11.099999999999998,37.0788497248071,37.077224605580824,55.69259995337004,39.81,37.69,17.54,39757.0,14.0,816.0,21.0,56.0,72.0,0.6761735232681334,9.33,1.0,43.0,1.0,1.0,7.0,1.0,18.0,17.0,3.997975708502024,1367.7201576446244,4812.720589199744,658.9911553565063,0.0,0,1,0,0
(주)메디아나,41920,2022,82.0,1973.0,11.0,16.0,655.0,486.0,15.0,13.0,1.0,62.0,205.0,73.0,87.0,12.56,12.62,15.51,11.28,10.96,15.52,-0.43,0.6300000000000008,14.722134209778318,14.72,8.26,37.41,20.32,-4.24,24999.0,24.0,188.0,37.0,42.0,61.0,0.6607039098054183,5.7,1.0,5.0,1.0,1.0,3.0,1.0,29.0,10.0,8.033033033033034,950.46352862694,8825.28361275769,1252.4373513571943,0.0,0,1,0,0
(주)모헨즈,6920,2022,12.0,759.0,5.0,3.0,229.0,201.0,71.0,43.0,1.0,33.0,38.0,58.0,58.0,7.71,4.98,2.54,7.05,6.68,3.95,-0.2,7.93,11.390494156527897,11.39,28.97,-6.18,23.77,-7.54,15346.0,27.0,111.0,17.0,15.0,35.0,1.5874904594328152,6.79,4.0,6.0,2.0,2.0,4.0,3.0,54.0,35.0,34.8,1156.7487450869926,14319.751871757702,421.6611903691047,0.0,0,1,0,0
(주)미래생명자원,218150,2022,14.0,18.0,4.0,3.0,281.0,247.0,37.0,37.0,20.0,48.0,51.0,75.0,73.0,2.62,1.6,1.16,3.5,2.84,2.09,0.42,-0.9899999999999998,1.2734013927696843,1.27,1.08,1.85,13.45,-0.42,6027.0,11.0,54.0,8.0,15.0,37.0,1.3483372524110997,8.68,2.0,7.0,1.0,1.0,5.0,2.0,9.0,9.0,80.20833333333333,1875.8251540615,64259.34218043353,1012.7411026292716,0.0,0,1,0,0
(주)보광산업,225530,2022,32.0,71.0,13.0,21.0,227.0,166.0,64.0,26.0,18.0,20.0,63.0,36.0,61.0,13.94,9.39,13.8,10.98,10.53,17.57,0.51,1.4499999999999993,-0.0576094771933954,-0.06,-16.43,12.61,21.66,-5.02,33142.0,23.0,51.0,38.0,36.0,75.0,0.5991985963153044,4.9,2.0,1.0,1.0,1.0,1.0,2.0,20.0,9.0,18.44155844155844,2321.1083637068623,11051.340217479124,2359.6784231724746,0.0,0,1,0,0
(주)보락,2760,2022,15.0,58.0,3.0,4.0,268.0,123.0,26.0,20.0,5.0,27.0,32.0,43.0,79.0,6.54,5.63,6.34,5.66,5.6,6.78,0.07,2.75,8.157756896382397,8.16,26.92,-2.74,21.81,-4.09,15487.0,25.0,53.0,32.0,20.0,35.0,0.7951555624638538,6.95,5.0,2.0,1.0,1.0,1.0,2.0,65.0,35.0,31.5686274509804,1993.2106539826275,37842.158422321925,1991.1131511538129,0.0,0,1,0,0
(주)브랜드엑스코퍼레이션,337930,2022,30.0,164.0,9.0,5.0,261.0,92.0,40.0,38.0,5.0,44.0,16.0,71.0,71.0,13.75,10.63,4.76,16.33,15.91,8.41,-0.09,1.9600000000000009,3.2290444119239146,3.23,17.87,-20.6,23.22,-16.43,43865.0,38.0,1084.0,21.0,23.0,56.0,1.5874904594328152,30.34,7.0,48.0,2.0,2.0,6.0,3.0,7.0,4.0,18.13343470823037,1716.4622774131903,20393.572291302127,656.2072040970392,0.0,0,1,0,0
(주)브리지텍,64480,2022,43.0,201.0,11.0,13.0,269.0,261.0,35.0,23.0,6.0,29.0,100.0,46.0,74.0,7.39,8.1,5.74,6.72,6.08,6.65,-0.55,-0.29,18.24474461326813,18.24,-7.92,56.87,8.41,96.25074466465139,21467.0,31.0,465.0,36.0,16.0,29.0,0.8428625438867365,12.9,2.0,19.0,1.0,1.0,2.0,2.0,29.0,16.0,13.720136518771332,928.4778142941184,9829.030805671207,815.2802177752384,0.0,0,1,0,0
(주)블루콤,33560,2022,33.0,79.0,3.0,8.0,287.0,153.0,9.0,8.0,4.0,13.0,60.0,21.751449444311394,91.0,-0.17,-0.36,-0.45,-0.68,-0.75,-2.26,0.02,-0.21,-2.8143062198843443,-2.81,-17.7,1.94,-18.01,-1.72,16410.0,9.0,52.0,28.0,-2.0,17.0,0.3342859927118663,9.66,3.0,2.0,1.0,0.0,0.0,1.0,33.0,13.0,82.21005426822506,394.5549422434112,16215.563711890414,1079.360422908665,0.0,0,1,0,0
(주)비아트론,141000,2022,46.0,5022.0,6.0,17.0,425.0,409.0,15.0,15.0,0.0,41.0,53.0,54.0,87.0,9.85,9.47,22.38,7.67,7.25,19.68,-1.11,0.6799999999999997,3.0189118350423367,3.02,22.02,-12.81,-11.13,0.82,30444.0,16.0,94.0,43.0,52.0,62.0,0.3631307692668983,11.63,1.0,2.0,0.0,0.0,1.0,1.0,23.0,12.0,6.213102951763859,617.1067611053568,26783.10014988809,1473.0522365016077,0.0,0,1,0,0
(주)비트컴퓨터,32850,2022,56.0,158.0,8.0,18.0,402.0,399.0,18.0,11.0,5.0,29.0,103.0,38.0,85.0,8.01,8.84,14.02,8.82,8.42,17.49,-0.52,-0.5299999999999994,3.5584175610522912,3.56,8.67,0.65,-3.56,4.09,18737.0,25.0,86.0,53.0,26.0,45.0,0.4729753497059077,10.49,1.0,2.0,1.0,0.0,1.0,1.0,36.0,27.0,20.955631399317404,1616.8666695846205,16537.419620559886,2905.023258938146,0.0,0,1,0,0
(주)비피도,238200,2022,80.0,484.0,4.0,13.0,1262.0,1156.0,5.150289888862279,4.0,1.0,40.0,45.0,43.0,95.0,3.0,3.09,10.6,3.49,2.31,8.66,-4.33,-6.44,0.5294703345974808,0.53,-5.54,5.75,20.32,-1.91,6559.0,12.0,27.0,45.0,24.0,43.0,0.2653694347022201,9.13,1.0,1.0,0.0,0.0,0.0,1.0,25.0,6.0,37.44493392070485,1324.652922549565,37070.15178342458,4769.321376258918,0.0,0,1,0,0
(주)삼양옵틱스,225190,2022,96.0,402.0,25.84971011113771,24.0,362.0,231.0,37.0,22.0,7.0,43.0,144.0,59.0,73.0,22.34,16.63,15.03,21.58,21.41,20.03,0.07,-7.199999999999999,-4.582981344953136,-4.58,-6.2,-2.14,-4.73,-0.85,29584.0,57.69942022227542,208.0,54.0,28.0,45.0,1.0942539425014275,7.08,3.0,4.0,1.0,1.0,3.0,2.0,11.0,7.0,11.95416164053076,2752.807521669893,8257.97032403759,1830.5508601177305,0.0,0,1,0,0
(주)삼일기업공사,2290,2022,41.0,11802.0,6.0,7.0,675.0,675.0,17.0,15.0,0.0,75.0,192.0,88.0,85.0,4.0,3.71,3.92,4.31,2.94,3.4,-1.58,-0.8499999999999996,0.9294227219482176,0.93,0.73,2.47,-13.8,-3.48,9357.0,13.0,593.0,15.0,27.0,25.0,0.8606534382253275,9.7,1.0,40.0,1.0,1.0,7.0,1.0,65.84971011113771,32.0,18.55721393034825,734.6356252883718,4174.414948326136,726.9837924675351,0.0,0,1,0,0
(주)삼화네트웍스,46390,2022,9.0,26.0,3.0,3.0,241.0,241.0,44.0,34.0,11.0,34.0,25.0,57.0,70.0,27.16,18.38,16.82,13.91,13.13,13.08,0.45,10.36,3.0736343932146464,3.07,-5.19,16.83,95.85204950651446,13.61,22194.0,27.0,139.0,27.0,62.0,74.0,0.9884979547837808,17.32,2.0,5.0,1.0,1.0,3.0,2.0,33.0,23.0,9.7134670487106,2528.8118976984665,18240.44061216969,1778.0793233746106,0.0,0,1,0,0
(주)성창오토텍,80470,2022,15.0,47.0,9.0,6.0,103.0,66.0,153.0,121.0,19.0,2.0,13.0,49.0,39.0,5.52,2.4,1.4,6.12,5.81,3.76,0.31,-4.190000000000001,7.376545505793078,7.38,11.3,3.8,27.81,10.71,40582.0,33.0,92.0,22.0,6.0,31.0,1.4916564506964896,6.63,5.0,4.0,2.0,2.0,3.0,3.0,28.0,18.0,14.384133611691023,1028.4535054444218,3853.067270446912,273.01226343545295,0.0,0,1,0,0
(주)세우글로벌,13000,2022,53.0,9484.0,4.0,8.0,1104.0,976.0,9.0,9.0,0.0,78.84971011113771,155.0,89.0,92.0,3.36,3.31,5.42,4.66,3.13,5.55,-2.68,-1.31,0.6736367004345342,0.67,6.86,-29.50497101111377,-13.36,-0.27,2988.0,6.0,136.0,11.0,51.0,58.0,0.5625685813833552,8.9,1.0,13.0,1.0,1.0,4.0,1.0,46.0,35.0,35.65217391304348,1026.7181905628502,16523.26986595769,1677.622063301395,0.0,0,1,0,0
(주)세운메디칼,100700,2022,174.09826066682626,1474.0,12.0,26.0,1368.0,1096.0,6.0,5.0,1.0,64.0,478.0,69.0,94.0,8.78,8.44,17.7,10.05,9.48,20.27,-1.17,-2.59,6.216678474517027,6.22,10.59,-2.42,-3.94,-0.78,31903.0,24.0,86.0,53.0,33.0,53.0,0.4537795439990797,4.76,1.0,2.0,0.0,0.0,1.0,1.0,42.0,16.0,12.166666666666666,1022.9720312939093,13784.102305164137,2127.482788932718,0.0,0,1,0,0
(주)세진티에스,67770,2022,167.0,1106.0,7.0,20.0,1821.0,1640.421880780358,5.150289888862279,4.0,1.0,68.0,158.0,72.0,95.0,-1.42,-1.34,-3.88,-2.171386943343711,-3.8342188078035897,-8.256820268905386,-3.16,-8.04,-2.860749580579878,-2.86,-1.91,-5.26,-36.992012636986786,-3.84,7068.0,15.0,69.0,43.0,-9.0,13.0,0.3520920801186178,5.95,0.0,2.0,0.0,0.0,1.0,0.0,28.0,20.0,22.5,571.0374576015336,11296.808658069564,1554.8250771646308,0.0,0,1,0,0
(주)세화피앤씨,252500,2022,117.0,0.0,10.0,11.0,858.0,703.0,10.0,9.0,0.0,65.0,59.0,73.0,91.0,3.6,3.27,3.48,2.31,2.02,2.18,-0.31,-11.09,-0.9110248883367916,-0.91,-0.5,-2.01,-4.39,-7.1,11175.0,27.0,117.0,29.0,12.0,22.0,0.9312839657019706,7.35,2.0,4.0,1.0,1.0,3.0,1.0,8.0,8.0,40.0,1429.6604654005318,26718.06375395217,1400.4310058825797,0.0,0,1,0,0
(주)센코,347000,2022,5.0,8.0,2.0,4.0,152.0,117.0,76.0,66.0,30.0,19.0,73.0,57.0,57.0,2.32,1.24,2.08,3.82,3.67,6.76,3.2,-4.16,4.754070147097675,4.75,-8.27,28.86,47.89,61.23,9957.0,13.0,55.0,24.0,9.0,39.0,0.5314027137935969,5.82,1.0,2.0,1.0,1.0,1.0,1.0,20.0,4.0,65.05102040816327,2583.368731123139,39344.95295310899,2758.933232958856,0.0,0,1,0,0
(주)소룩스,290690,2022,19.0,46.0,7.0,8.0,124.0,113.0,58.0,55.0,15.0,8.0,19.0,43.0,63.0,-9.49,-7.75,-7.75,-2.171386943343711,-3.8342188078035897,-7.73,-0.23,-18.630000000000003,-7.404345682808901,-7.4,15.87,-19.74,-20.16,-4.2,5589.0,8.0,34.0,10.0,-77.0,-63.0,0.8170691364548468,3.27,2.0,3.0,1.0,1.0,1.0,2.0,28.0,4.0,-12.19047619047619,1219.3035203499232,3370.9122140735303,945.3899947424062,0.0,0,1,0,0
(주)수산아이앤티,50960,2022,18.0,27.0,2.0,9.0,257.0,208.0,16.0,13.0,9.0,18.0,26.0,30.0,87.0,3.1,1.94,4.6,4.06,3.64,13.61,-0.7,0.8599999999999999,-1.3599108268971885,-1.36,-11.84,3.9,2.18,-13.4,13977.0,15.0,56.0,55.0,8.0,39.0,0.269538084378538,3.55,1.0,1.0,0.0,0.0,0.0,1.0,26.0,8.0,23.725055432372507,880.1171765944003,17267.73879317042,2825.743539668052,0.0,0,1,0,0
(주)수젠텍,253840,2022,106.0,169.0,20.0,34.0,416.0,388.0,23.0,21.0,12.0,54.0,178.0,70.0,81.0,22.15,17.66,26.31,16.9,15.19,24.63,-0.67,-21.99,11.39998803826152,11.4,-8.06,92.81881933630619,31.34,71.56,52421.0,30.0,197.0,52.0,51.0,67.0,0.5851190395335522,21.23,1.0,4.0,1.0,1.0,3.0,1.0,13.0,5.0,6.030897207367795,1195.734909772971,5524.2798432824775,1657.7316844415504,0.0,0,1,0,0
(주)슈프리마,236200,2022,153.0,4465.0,9.0,20.0,994.0,815.0,7.0,6.0,0.0,54.0,293.0,60.0,94.0,10.27,15.05,19.99,11.87,9.67,19.98,-4.54,-3.370000000000001,10.26786139268837,10.27,40.91,-16.97,23.18,5.32,30381.0,16.0,288.0,34.0,59.0,61.0,0.4613158649253935,6.82,1.0,9.0,1.0,0.0,1.0,1.0,9.0,8.0,7.762638938687702,856.6270857141386,8254.729398697991,1742.0509887504109,0.0,0,1,0,0
(주)스페코,13810,2022,30.0,53.0,12.0,34.0,250.0,213.0,69.0,44.0,23.0,39.0,108.0,65.0,59.0,1.58,0.87,1.97,-1.84,-3.8342188078035897,-8.256820268905386,-4.51,-2.26,-10.574480840594202,-10.57,-11.74,-8.32,-36.992012636986786,-6.49,5732.0,7.0,63.0,18.0,11.0,-9.0,0.3623163955045637,3.54,1.0,3.0,0.0,0.0,1.0,1.0,45.0,27.0,42.407407407407405,1322.982988638344,7834.856340652685,2159.682900548196,0.0,0,1,0,0
(주)시큐브,131090,2022,124.0,15673.26458692884,13.0,44.69942022227542,873.0,873.0,12.0,11.0,0.0,78.0,279.0,88.0,89.0,12.12,11.23,35.22,12.87,12.02,38.71,-2.7,-1.4900000000000002,12.698878712292144,12.7,13.17,9.5,3.82,26.41,10818.0,23.0,220.0,79.0,45.0,53.0,0.2931010242133559,5.08,0.0,3.0,0.0,0.0,2.0,0.0,24.0,13.0,8.64406779661017,1074.6399202008024,5904.937609360747,3275.2442111262703,0.0,0,1,0,0
(주)신진에스엠,138070,2022,18.0,22.0,6.0,9.0,289.0,172.0,44.0,26.0,25.0,34.0,40.0,52.0,69.0,5.84,4.28,6.71,6.29,6.07,10.13,0.89,-0.7199999999999998,0.5059642445546073,0.51,-0.33,1.43,8.58,-15.05,22029.0,20.0,54.0,33.0,20.0,42.0,0.5976426469666086,5.1,2.0,1.0,1.0,1.0,1.0,1.0,23.0,13.0,10.411764705882351,604.1925035493102,5614.193831551738,700.654334251527,0.0,0,1,0,0
(주)신화다이나믹스,1770,2022,18.0,49.0,8.0,5.0,174.0,106.0,72.0,70.0,16.0,30.0,50.0,71.0,58.0,23.51,15.34,8.64,17.9,17.8,11.32,0.29,8.110000000000001,24.29113229113837,24.29,34.88,4.0,19.56,7.17,19878.0,23.0,125.0,16.0,54.0,75.0,1.4187472559792866,5.49,4.0,8.0,2.0,2.0,5.0,2.0,65.84971011113771,35.0,3.5822571588994947,753.1605798122162,2735.402694097153,309.3834650472942,0.0,0,1,0,0
